OrderID,OrderDate,CustomerID,City,Region,Category,MarbleType,Finish,Thickness_mm,Quantity_sqft,UnitPrice_PKR,Discount_pct,TotalAmount_PKR,PaymentMethod,SalesRep,Warehouse,OrderStatus,DeliveryDays
ORD102988,2024-07-09,CUST3104,Rawalpindi,Punjab,Granite,Indus Green,Polished,18,70.4,212.16,0.0,14936.06,Cheque,Ahmed Raza,Main Yard - Chiniot,Pending,3.0
ORD100131,2025-05-16,CUST2751,Islamabad,Federal,Tile,Chaghi Golden,Leather,18,204.4,107.15,10.0,19711.31,Bank Transfer,Hamza Sheikh,Depot - Lahore,Pending,9.0
ORD103492,2024-03-06,CUST3098,Multan,Punjab,Tile,Rangeela Marble,Polished,30,150.0,92.44,10.0,12479.4,Credit (30 days),Hamza Sheikh,Depot - Multan,Cancelled,12.0
ORD103960,2025-07-15,CUST2733,Islamabad,Federal,Granite,Multi Red,Polished,20,25.6,328.65,0.0,8413.44,Cheque,Usman Tariq,Depot - Karachi,Pending,9.0
ORD100281,2024-06-07,CUST1947,Sialkot,Punjab,Onyx,Ziarat White,Polished,20,277.4,476.41,0.0,132156.13,Cash,Hamza Sheikh,Depot - Lahore,Pending,6.0
ORD101697,2025-03-08,CUST2420,Faisalabad,Punjab,Granite,Emperador Brown,Polished,22,87.3,170.88,0.0,14917.82,Bank Transfer,Usman Tariq,Depot - Multan,Pending,14.0
ORD104543,2024-09-23,CUST1821,Peshawar,KPK,Granite,Emperador Brown,Leather,22,206.3,287.11,0.0,59230.79,Cash,Usman Tariq,Depot - Lahore,Delivered,9.0
ORD102606,2025-12-05,CUST1770,Multan,Punjab,Marble,Chaghi Golden,Flamed,22,23.5,217.87,0.0,5119.94,Credit (30 days),Tariq Mehmood,Depot - Lahore,In Transit,6.0
ORD103635,2025-05-27,CUST1284,Rawalpindi,Punjab,Tile,Chaghi Golden,Leather,18,57.6,75.02,10.0,3889.04,Credit (30 days),Usman Tariq,Depot - Lahore,Pending,7.0
ORD101986,2025-10-20,CUST2891,Multan,Punjab,Marble,Indus Green,Flamed,18,250.9,187.45,15.0,39976.52,Bank Transfer,Usman Tariq,Main Yard - Chiniot,Delivered,7.0
ORD100212,2025-09-26,CUST1254,Mianwali,Punjab,Granite,Multi Red,Polished,30,113.3,250.69,0.0,28403.18,Credit (30 days),Ahmed Raza,Depot - Karachi,Delivered,8.0
ORD102308,2025-03-04,CUST1873,Peshawar,KPK,Marble,Botticino Beige,Honed,16,85.5,198.56,0.0,16976.88,Cheque,Fahad Malik,Depot - Multan,Cancelled,11.0
ORD104305,2025-01-26,CUST1346,Mianwali,Punjab,Marble,Black Galaxy,Polished,30,70.2,208.24,0.0,14618.45,Credit (30 days),Hamza Sheikh,Depot - Multan,Pending,7.0
ORD103966,2024-10-15,CUST2845,Gujranwala,Punjab,Marble,Emperador Brown,Leather,30,32.7,232.82,0.0,7613.21,Bank Transfer,Ahmed Raza,Depot - Karachi,In Transit,10.0
ORD102838,2025-02-15,CUST3008,Sialkot,Punjab,Granite,Emperador Brown,Polished,22,107.1,275.97,0.0,29556.39,Bank Transfer,Tariq Mehmood,Main Yard - Chiniot,Delivered,5.0
ORD100000,2024-04-12,CUST1955,Multan,Punjab,Onyx,Teri White,Flamed,18,280.7,437.58,0.0,122828.71,Credit (30 days),Bilal Khan,Depot - Multan,In Transit,1.0
ORD103010,2025-12-30,CUST3166,Karachi,Sindh,Granite,Buff Marble,Polished,30,137.6,205.22,0.0,28238.27,Bank Transfer,Fahad Malik,Depot - Lahore,Delivered,7.0
ORD102997,2025-11-17,CUST1074,Faisalabad,Punjab,Marble,Ziarat White,Polished,22,87.5,202.2,0.0,17692.5,Bank Transfer,Tariq Mehmood,Depot - Lahore,Delivered,8.0
ORD103849,2024-03-31,CUST1133,Karachi,Sindh,Tile,Chiniot Black,Honed,20,55.8,105.74,0.0,5900.29,Credit (30 days),Tariq Mehmood,Depot - Multan,Cancelled,9.0
ORD101656,2024-12-09,CUST1719,Quetta,Balochistan,Marble,Buff Marble,Bush Hammered,22,20.0,258.6,0.0,5172.0,Cash,Hamza Sheikh,Depot - Multan,In Transit,8.0
ORD102953,2024-12-15,CUST1687,Mianwali,Punjab,Granite,Chiniot Black,Honed,30,50.3,261.14,0.0,13135.34,Credit (30 days),Ahmed Raza,Depot - Karachi,Pending,9.0
ORD104413,2025-03-31,CUST2443,Chiniot,Punjab,Marble,Ziarat White,Polished,22,76.2,207.76,0.0,15831.31,Bank Transfer,Bilal Khan,Depot - Multan,In Transit,11.0
ORD101218,2024-02-25,CUST3074,Multan,Punjab,Marble,Black Galaxy,Honed,20,98.1,215.68,0.0,21158.21,Credit (30 days),Ahmed Raza,Main Yard - Chiniot,Delivered,3.0
ORD100669,2025-02-24,CUST1990,Gujranwala,Punjab,Marble,Chiniot Black,Polished,18,20.0,135.88,0.0,2717.6,Bank Transfer,Tariq Mehmood,Depot - Lahore,Cancelled,11.0
ORD103310,2025-10-20,CUST3443,Rawalpindi,Punjab,Granite,Teri White,Polished,20,255.3,251.52,0.0,64213.06,Bank Transfer,Usman Tariq,Main Yard - Chiniot,Delivered,10.0
ORD104182,2025-05-09,CUST2786,Lahore,Punjab,Marble,Ziarat White,Flamed,22,100.9,195.27,0.0,19702.74,Credit (30 days),Tariq Mehmood,Depot - Multan,Delivered,8.0
ORD102339,2024-10-24,CUST1600,Mianwali,Punjab,Marble,Multi Red,Bush Hammered,22,153.4,177.64,5.0,25887.48,Cash,Fahad Malik,Main Yard - Chiniot,Delivered,3.0
ORD103365,2024-09-13,CUST3309,Karachi,Sindh,Marble,Teri White,Polished,18,42.7,162.26,0.0,6928.5,Bank Transfer,Bilal Khan,Depot - Lahore,Delivered,9.0
ORD102850,2024-06-27,CUST2956,Rawalpindi,Punjab,Granite,Ziarat White,Polished,22,152.8,334.09,0.0,51048.95,Cheque,Saad Iqbal,Main Yard - Chiniot,Pending,14.0
ORD100880,2025-02-25,CUST2615,Gujranwala,Punjab,Tile,Chaghi Golden,Polished,20,99.6,88.15,0.0,8779.74,Cash,Ahmed Raza,Main Yard - Chiniot,Delivered,5.0
ORD100714,2024-05-16,CUST1821,Quetta,Balochistan,Marble,Sunny Grey,Polished,18,28.9,185.04,5.0,5080.27,Bank Transfer,Hamza Sheikh,Depot - Karachi,Delivered,5.0
ORD104214,2024-10-28,CUST2679,Peshawar,KPK,Granite,Botticino Beige,Polished,18,208.6,200.2,10.0,37585.55,Cash,Tariq Mehmood,Main Yard - Chiniot,Pending,9.0
ORD101147,2024-10-06,CUST2660,Rawalpindi,Punjab,Marble,Indus Green,Bush Hammered,22,34.8,145.49,10.0,4556.75,Cash,Fahad Malik,Main Yard - Chiniot,Delivered,7.0
ORD104309,2024-10-20,CUST3373,Islamabad,Federal,Marble,Rangeela Marble,Polished,16,52.8,225.55,0.0,11909.04,Cash,Zain Abbas,Main Yard - Chiniot,Delivered,7.0
ORD104984,2025-12-21,CUST1041,Quetta,Balochistan,Marble,Botticino Beige,Honed,20,72.2,181.48,0.0,13102.86,Cheque,Usman Tariq,Depot - Multan,Delivered,8.0
ORD104698,2024-09-01,CUST3497,Mianwali,Punjab,Marble,Chiniot Black,Flamed,22,69.5,169.49,0.0,11779.56,Credit (30 days),Saad Iqbal,Depot - Lahore,Delivered,2.0
ORD104479,2025-07-02,CUST1759,Quetta,Balochistan,Marble,Rangeela Marble,Honed,30,36.5,149.31,0.0,5449.82,Cash,Bilal Khan,Depot - Karachi,Delivered,6.0
ORD100975,2025-01-28,CUST2292,Islamabad,Federal,Tile,Indus Green,Honed,20,32.6,87.92,0.0,2866.19,Bank Transfer,Bilal Khan,Depot - Multan,Delivered,5.0
ORD102624,2025-08-14,CUST2774,Quetta,Balochistan,Onyx,Botticino Beige,Polished,16,20.0,413.49,15.0,7029.33,Cash,Ahmed Raza,Depot - Multan,Pending,6.0
ORD102687,2024-06-18,CUST3391,Sialkot,Punjab,Marble,Botticino Beige,Polished,30,94.3,218.55,0.0,20609.26,Cheque,Bilal Khan,Depot - Multan,Delivered,6.0
ORD100202,2025-07-07,CUST1870,Peshawar,KPK,Marble,Black Galaxy,Polished,16,33.4,216.7,10.0,6514.0,Bank Transfer,Tariq Mehmood,Main Yard - Chiniot,Delivered,14.0
ORD102590,2024-06-28,CUST2668,Rawalpindi,Punjab,Tile,Chaghi Golden,Polished,22,263.3,82.68,0.0,21769.64,Credit (30 days),Tariq Mehmood,Depot - Multan,Delivered,5.0
ORD103498,2024-05-07,CUST2917,Gujranwala,Punjab,Marble,Multi Red,Polished,30,224.6,166.81,0.0,37465.53,Cash,Zain Abbas,Main Yard - Chiniot,In Transit,4.0
ORD102550,2024-04-04,CUST2917,Karachi,Sindh,Marble,Indus Green,Polished,22,30.8,152.52,0.0,4697.62,Bank Transfer,Fahad Malik,Main Yard - Chiniot,Pending,7.0
ORD100039,2024-06-05,CUST1984,Karachi,Sindh,Marble,Botticino Beige,Honed,20,220.3,221.77,0.0,48855.93,Cash,Hamza Sheikh,Depot - Multan,Delivered,7.0
ORD102014,2024-10-23,CUST3031,Mianwali,Punjab,Marble,Chaghi Golden,Honed,20,299.4,239.41,5.0,68095.39,Bank Transfer,Bilal Khan,Main Yard - Chiniot,In Transit,5.0
ORD101871,2025-04-24,CUST1073,Islamabad,Federal,Marble,Botticino Beige,Polished,20,201.4,149.25,10.0,27053.06,Cash,Tariq Mehmood,Depot - Karachi,Pending,5.0
ORD102753,2024-01-02,CUST2388,Peshawar,KPK,Marble,Ziarat White,Honed,22,84.9,213.55,0.0,18130.4,Bank Transfer,Bilal Khan,Depot - Karachi,Delivered,2.0
ORD103086,2025-02-23,CUST1185,Lahore,Punjab,Granite,Rangeela Marble,Polished,20,35.1,313.87,0.0,11016.84,Credit (30 days),Tariq Mehmood,Depot - Lahore,Cancelled,5.0
ORD100507,2025-01-16,CUST1589,Mianwali,Punjab,Marble,Indus Green,Honed,18,108.6,179.52,0.0,19495.87,Cash,Usman Tariq,Main Yard - Chiniot,Pending,7.0
ORD101991,2025-08-12,CUST1411,Mianwali,Punjab,Granite,Rangeela Marble,Polished,22,166.5,215.2,0.0,35830.8,Bank Transfer,Tariq Mehmood,Depot - Karachi,Delivered,11.0
ORD104138,2025-09-20,CUST3241,Quetta,Balochistan,Marble,Indus Green,Polished,18,226.1,165.44,0.0,37405.98,Bank Transfer,Bilal Khan,Main Yard - Chiniot,In Transit,5.0
ORD100783,2025-03-18,CUST3081,Peshawar,KPK,Granite,Indus Green,Polished,18,20.0,252.37,0.0,5047.4,Cash,Saad Iqbal,Depot - Multan,Delivered,5.0
ORD104757,2024-09-27,CUST2605,Chiniot,Punjab,Marble,Indus Green,Honed,30,243.7,165.31,0.0,40286.05,Cash,Fahad Malik,Depot - Lahore,Pending,6.0
ORD104430,2025-01-17,CUST2289,Peshawar,KPK,Onyx,Sunny Grey,Polished,22,42.9,462.79,0.0,19853.69,Bank Transfer,Fahad Malik,Main Yard - Chiniot,In Transit,5.0
ORD103837,2025-01-07,CUST2561,Rawalpindi,Punjab,Marble,Chiniot Black,Honed,16,153.9,178.08,0.0,27406.51,Bank Transfer,Saad Iqbal,Main Yard - Chiniot,Pending,6.0
ORD103929,2024-10-11,CUST2551,Rawalpindi,Punjab,Tile,Chiniot Black,Flamed,16,261.4,58.91,0.0,15399.07,Credit (30 days),Bilal Khan,Depot - Karachi,Cancelled,11.0
ORD101082,2024-09-23,CUST3222,Mianwali,Punjab,Marble,Black Galaxy,Honed,16,95.3,199.6,0.0,19021.88,Cheque,Saad Iqbal,Main Yard - Chiniot,Pending,11.0
ORD102093,2024-12-01,CUST1386,Peshawar,KPK,Tile,Sunny Grey,Polished,30,252.8,111.13,5.0,26688.98,Credit (30 days),Zain Abbas,Main Yard - Chiniot,Delivered,5.0
ORD102566,2025-02-17,CUST1304,Peshawar,KPK,Granite,Emperador Brown,Honed,16,31.4,293.83,10.0,8303.64,Cash,Hamza Sheikh,Depot - Lahore,Delivered,4.0
ORD103380,2024-07-26,CUST1519,Gujranwala,Punjab,Marble,Chiniot Black,Honed,22,20.0,192.19,0.0,3843.8,Credit (30 days),Usman Tariq,Depot - Lahore,Pending,6.0
ORD102706,2025-10-31,CUST2676,Multan,Punjab,Marble,Teri White,Leather,18,182.6,193.6,0.0,35351.36,Cash,Hamza Sheikh,Depot - Multan,Delivered,2.0
ORD102800,2024-08-02,CUST1540,Faisalabad,Punjab,Marble,Chiniot Black,Polished,16,141.1,139.93,0.0,19744.12,Cheque,Usman Tariq,Depot - Karachi,Pending,6.0
ORD103551,2024-03-21,CUST2144,Gujranwala,Punjab,Tile,Emperador Brown,Polished,16,82.8,79.65,10.0,5935.52,Cash,Hamza Sheikh,Depot - Karachi,Delivered,7.0
ORD102773,2025-08-08,CUST1636,Quetta,Balochistan,Marble,Emperador Brown,Polished,16,123.3,180.38,5.0,21128.81,Cash,Zain Abbas,Depot - Lahore,Delivered,6.0
ORD104000,2024-09-16,CUST1531,Lahore,Punjab,Marble,Ziarat White,Polished,22,108.3,193.22,0.0,20925.73,Cash,Bilal Khan,Main Yard - Chiniot,Delivered,7.0
ORD101633,2024-10-25,CUST2851,Chiniot,Punjab,Marble,Botticino Beige,Honed,16,305.9,192.07,15.0,49941.08,Bank Transfer,Zain Abbas,Depot - Lahore,Pending,4.0
ORD100492,2025-09-03,CUST2070,Sialkot,Punjab,Marble,Ziarat White,Flamed,20,84.2,171.87,0.0,14471.45,Credit (30 days),Usman Tariq,Main Yard - Chiniot,Delivered,7.0
ORD103079,2024-01-09,CUST1743,Chiniot,Punjab,Marble,Teri White,Polished,30,58.5,145.72,0.0,8524.62,Cash,Saad Iqbal,Main Yard - Chiniot,Delivered,6.0
ORD101187,2025-07-21,CUST1357,Peshawar,KPK,Marble,Chaghi Golden,Polished,16,87.1,206.86,10.0,16215.76,Cash,Saad Iqbal,Main Yard - Chiniot,Cancelled,7.0
ORD100569,2025-08-17,CUST3084,Faisalabad,Punjab,Granite,Ziarat White,Polished,16,54.2,246.27,0.0,13347.83,Cheque,Hamza Sheikh,Depot - Lahore,Pending,9.0
ORD101042,2025-07-10,CUST1724,Sialkot,Punjab,Tile,Botticino Beige,Polished,16,104.2,85.41,15.0,7564.76,Cheque,Tariq Mehmood,Main Yard - Chiniot,Pending,8.0
ORD102555,2024-03-20,CUST1727,Mianwali,Punjab,Granite,Chaghi Golden,Honed,16,149.7,145.63,0.0,21800.81,Bank Transfer,Ahmed Raza,Depot - Lahore,Delivered,4.0
ORD101686,2025-07-29,CUST2000,Lahore,Punjab,Granite,Emperador Brown,Polished,18,36.5,245.28,0.0,8952.72,Cash,Hamza Sheikh,Depot - Karachi,Cancelled,7.0
ORD103364,2025-11-11,CUST1989,Mianwali,Punjab,Marble,Ziarat White,Honed,16,198.0,178.28,10.0,31769.5,Cheque,Fahad Malik,Depot - Multan,Delivered,9.0
ORD100784,2025-06-15,CUST1561,Islamabad,Federal,Marble,Chiniot Black,Honed,16,118.9,134.29,0.0,15967.08,Bank Transfer,Usman Tariq,Main Yard - Chiniot,In Transit,8.0
ORD102292,2024-12-30,CUST2338,Mianwali,Punjab,Marble,Chiniot Black,Honed,30,36.6,178.88,0.0,6547.01,Credit (30 days),Zain Abbas,Main Yard - Chiniot,In Transit,9.0
ORD103910,2025-04-28,CUST2259,Multan,Punjab,Marble,Black Galaxy,Leather,20,222.9,121.31,0.0,27040.0,Credit (30 days),Zain Abbas,Depot - Lahore,Delivered,7.0
ORD101310,2024-02-03,CUST2186,Gujranwala,Punjab,Marble,Indus Green,Flamed,18,127.0,213.97,0.0,27174.19,Cheque,Fahad Malik,Depot - Lahore,Delivered,11.0
ORD103737,2024-05-08,CUST2663,Peshawar,KPK,Marble,Indus Green,Leather,30,149.3,209.23,0.0,31238.04,Bank Transfer,Zain Abbas,Main Yard - Chiniot,Cancelled,7.0
ORD100808,2025-09-19,CUST3052,Gujranwala,Punjab,Tile,Buff Marble,Honed,20,31.5,84.61,0.0,2665.22,Credit (30 days),Fahad Malik,Depot - Multan,Pending,4.0
ORD101376,2024-01-18,CUST1935,Lahore,Punjab,Marble,Chiniot Black,Honed,22,144.0,177.08,0.0,25499.52,Bank Transfer,Bilal Khan,Main Yard - Chiniot,Delivered,4.0
ORD101056,2025-08-27,CUST2641,Rawalpindi,Punjab,Onyx,Chiniot Black,Honed,20,148.8,550.07,0.0,81850.42,Credit (30 days),Usman Tariq,Depot - Karachi,Delivered,10.0
ORD103429,2025-11-17,CUST1771,Faisalabad,Punjab,Marble,Indus Green,Flamed,20,92.8,168.89,0.0,15672.99,Cheque,Ahmed Raza,Depot - Lahore,Pending,5.0
ORD103374,2024-08-10,CUST1406,Sialkot,Punjab,Granite,Buff Marble,Polished,30,89.2,268.76,0.0,23973.39,Cash,Bilal Khan,Main Yard - Chiniot,In Transit,9.0
ORD104470,2025-08-16,CUST1850,Mianwali,Punjab,Granite,Emperador Brown,Flamed,30,61.3,233.15,0.0,14292.1,Cash,Usman Tariq,Main Yard - Chiniot,Cancelled,11.0
ORD102593,2024-04-18,CUST3286,Karachi,Sindh,Marble,Buff Marble,Honed,18,130.3,208.96,0.0,27227.49,Credit (30 days),Fahad Malik,Depot - Multan,Delivered,10.0
ORD101427,2025-04-12,CUST3221,Chiniot,Punjab,Marble,Emperador Brown,Polished,30,221.1,184.46,5.0,38744.9,Cash,Zain Abbas,Depot - Lahore,Pending,7.0
ORD100980,2025-03-02,CUST2302,Gujranwala,Punjab,Marble,Emperador Brown,Polished,18,87.0,142.18,10.0,11132.69,Bank Transfer,Hamza Sheikh,Depot - Lahore,Delivered,11.0
ORD104228,2024-03-17,CUST1247,Sialkot,Punjab,Marble,Ziarat White,Leather,18,330.3,224.28,0.0,74079.68,Credit (30 days),Zain Abbas,Depot - Multan,Delivered,12.0
ORD101959,2025-07-10,CUST2216,Sialkot,Punjab,Granite,Indus Green,Polished,16,106.0,299.05,0.0,31699.3,Bank Transfer,Usman Tariq,Depot - Lahore,Cancelled,4.0
ORD104154,2024-02-29,CUST1704,Quetta,Balochistan,Granite,Chaghi Golden,Polished,18,298.8,232.88,0.0,69584.54,Cash,Ahmed Raza,Depot - Lahore,Delivered,5.0
ORD101992,2024-09-14,CUST2823,Islamabad,Federal,Marble,Teri White,Polished,20,248.1,135.84,0.0,33701.9,Credit (30 days),Fahad Malik,Depot - Multan,Delivered,9.0
ORD101528,2024-02-05,CUST3257,Rawalpindi,Punjab,Marble,Rangeela Marble,Polished,20,164.0,178.27,0.0,29236.28,Bank Transfer,Saad Iqbal,Depot - Karachi,Cancelled,8.0
ORD100061,2024-10-11,CUST1569,Quetta,Balochistan,Tile,Sunny Grey,Polished,30,55.9,89.61,0.0,5009.2,Cash,Fahad Malik,Depot - Karachi,Delivered,9.0
ORD100258,2024-04-10,CUST1104,Peshawar,KPK,Tile,Buff Marble,Polished,30,35.0,87.2,15.0,2594.2,Cash,Zain Abbas,Depot - Lahore,Pending,9.0
ORD103490,2024-06-22,CUST1601,Mianwali,Punjab,Tile,Chaghi Golden,Flamed,20,70.7,86.45,0.0,6112.02,Cheque,Usman Tariq,Depot - Multan,Delivered,15.0
ORD103156,2024-03-08,CUST3480,Mianwali,Punjab,Tile,Chaghi Golden,Leather,22,267.8,92.37,0.0,24736.69,Bank Transfer,Ahmed Raza,Depot - Karachi,Pending,6.0
ORD104545,2025-09-30,CUST2888,Rawalpindi,Punjab,Marble,Buff Marble,Honed,30,74.6,175.35,0.0,13081.11,Cash,Fahad Malik,Main Yard - Chiniot,Pending,8.0
ORD101094,2024-06-25,CUST2818,Quetta,Balochistan,Marble,Multi Red,Honed,30,205.9,213.8,0.0,44021.42,Cash,Bilal Khan,Depot - Multan,Delivered,8.0
ORD100433,2025-01-29,CUST2564,Karachi,Sindh,Onyx,Buff Marble,Polished,18,29.7,381.74,0.0,11337.68,Bank Transfer,Bilal Khan,Main Yard - Chiniot,Delivered,5.0
ORD100451,2025-03-10,CUST2092,Islamabad,Federal,Tile,Chiniot Black,Polished,16,325.2,95.25,0.0,30975.3,Credit (30 days),Zain Abbas,Depot - Multan,Cancelled,10.0
ORD100354,2024-07-05,CUST1104,Mianwali,Punjab,Marble,Buff Marble,Polished,16,100.9,182.34,0.0,18398.11,Credit (30 days),Zain Abbas,Main Yard - Chiniot,Delivered,9.0
ORD101685,2025-11-20,CUST2394,Quetta,Balochistan,Marble,Chiniot Black,Polished,18,58.9,185.02,0.0,10897.68,Bank Transfer,Saad Iqbal,Depot - Multan,Pending,5.0
ORD100999,2024-09-14,CUST1321,Peshawar,KPK,Marble,Rangeela Marble,Honed,16,69.5,185.71,0.0,12906.84,Cash,Saad Iqbal,Depot - Multan,Cancelled,9.0
ORD104053,2025-09-03,CUST3055,Karachi,Sindh,Marble,Indus Green,Polished,18,20.0,169.4,5.0,3218.6,Cash,Hamza Sheikh,Main Yard - Chiniot,Cancelled,10.0
ORD103266,2025-02-27,CUST2783,Faisalabad,Punjab,Marble,Chiniot Black,Leather,20,72.1,185.6,0.0,13381.76,Cash,Hamza Sheikh,Depot - Karachi,Delivered,8.0
ORD103020,2024-10-27,CUST3143,Quetta,Balochistan,Marble,Teri White,Polished,16,201.4,163.03,15.0,27909.11,Bank Transfer,Saad Iqbal,Depot - Multan,In Transit,8.0
ORD102554,2025-01-18,CUST2390,Sialkot,Punjab,Marble,Buff Marble,Honed,20,90.4,170.75,15.0,13120.43,Cash,Usman Tariq,Depot - Lahore,In Transit,7.0
ORD100898,2025-06-28,CUST2371,Gujranwala,Punjab,Marble,Emperador Brown,Leather,20,177.5,161.7,0.0,28701.75,Cash,Ahmed Raza,Depot - Multan,Pending,4.0
ORD101444,2024-11-23,CUST1858,Islamabad,Federal,Granite,Botticino Beige,Polished,20,411.5,221.96,0.0,91336.54,Bank Transfer,Zain Abbas,Depot - Multan,Pending,10.0
ORD103956,2024-01-29,CUST3028,Rawalpindi,Punjab,Granite,Chaghi Golden,Honed,16,38.2,266.06,0.0,10163.49,Cash,Bilal Khan,Depot - Lahore,Delivered,7.0
ORD103679,2025-06-11,CUST2690,Multan,Punjab,Granite,Ziarat White,Polished,18,95.9,248.19,10.0,21421.28,Cash,Saad Iqbal,Main Yard - Chiniot,Pending,10.0
ORD102834,2024-06-13,CUST1437,Multan,Punjab,Marble,Chiniot Black,Polished,20,30.8,183.25,0.0,5644.1,Credit (30 days),Bilal Khan,Depot - Lahore,Delivered,6.0
ORD103158,2025-02-09,CUST2006,Faisalabad,Punjab,Marble,Chaghi Golden,Honed,16,70.0,191.62,15.0,11401.39,Bank Transfer,Bilal Khan,Depot - Lahore,In Transit,7.0
ORD103453,2025-02-22,CUST2328,Multan,Punjab,Marble,Rangeela Marble,Flamed,22,92.7,217.24,0.0,20138.15,Cheque,Zain Abbas,Depot - Karachi,Delivered,5.0
ORD102985,2024-04-06,CUST1307,Rawalpindi,Punjab,Granite,Multi Red,Polished,18,62.6,233.38,5.0,13879.11,Bank Transfer,Tariq Mehmood,Depot - Multan,Delivered,4.0
ORD104693,2025-12-08,CUST2502,Quetta,Balochistan,Granite,Chaghi Golden,Honed,22,27.5,234.61,0.0,6451.78,Cheque,Hamza Sheikh,Depot - Multan,In Transit,11.0
ORD103466,2024-06-22,CUST3259,Mianwali,Punjab,Marble,Teri White,Honed,30,93.4,171.91,15.0,13647.93,Bank Transfer,Bilal Khan,Depot - Lahore,Delivered,7.0
ORD100912,2025-07-10,CUST1065,Multan,Punjab,Onyx,Botticino Beige,Polished,30,32.6,444.08,10.0,13029.31,Cheque,Bilal Khan,Depot - Karachi,Delivered,7.0
ORD101628,2025-04-12,CUST2086,Quetta,Balochistan,Tile,Black Galaxy,Polished,16,21.4,93.89,0.0,2009.25,Bank Transfer,Saad Iqbal,Depot - Karachi,Delivered,7.0
ORD101650,2025-09-13,CUST1636,Karachi,Sindh,Marble,Rangeela Marble,Polished,20,139.5,154.32,5.0,20451.26,Cash,Fahad Malik,Main Yard - Chiniot,Pending,3.0
ORD103730,2025-02-24,CUST2679,Faisalabad,Punjab,Tile,Chaghi Golden,Polished,16,151.9,76.37,10.0,10440.54,Bank Transfer,Saad Iqbal,Depot - Multan,In Transit,7.0
ORD102929,2024-05-21,CUST1549,Lahore,Punjab,Granite,Rangeela Marble,Flamed,30,181.3,323.74,0.0,58694.06,Credit (30 days),Saad Iqbal,Depot - Karachi,Delivered,8.0
ORD102578,2024-02-09,CUST2296,Sialkot,Punjab,Tile,Teri White,Leather,20,176.8,87.48,0.0,15466.46,Bank Transfer,Zain Abbas,Depot - Lahore,Delivered,10.0
ORD104566,2024-02-18,CUST3277,Faisalabad,Punjab,Marble,Indus Green,Polished,18,53.5,150.22,0.0,8036.77,Cheque,Saad Iqbal,Depot - Karachi,Pending,5.0
ORD100381,2025-01-02,CUST2635,Faisalabad,Punjab,Tile,Black Galaxy,Polished,30,151.8,105.43,0.0,16004.27,Bank Transfer,Tariq Mehmood,Depot - Multan,Delivered,7.0
ORD101013,2025-10-21,CUST3041,Karachi,Sindh,Onyx,Rangeela Marble,Honed,22,228.5,377.59,0.0,86279.31,Cash,Zain Abbas,Depot - Multan,Delivered,7.0
ORD104175,2024-04-24,CUST1520,Quetta,Balochistan,Marble,Chiniot Black,Polished,22,272.8,205.42,0.0,56038.58,Credit (30 days),Hamza Sheikh,Main Yard - Chiniot,Delivered,10.0
ORD102828,2025-05-10,CUST1919,Chiniot,Punjab,Tile,Black Galaxy,Flamed,22,224.7,68.66,0.0,15427.9,Cash,Usman Tariq,Main Yard - Chiniot,Pending,5.0
ORD101217,2024-12-07,CUST3202,Peshawar,KPK,Marble,Botticino Beige,Polished,20,33.2,198.38,0.0,6586.22,Cheque,Usman Tariq,Depot - Karachi,Delivered,9.0
ORD102286,2024-06-14,CUST1644,Lahore,Punjab,Marble,Ziarat White,Honed,20,231.9,170.09,5.0,37471.68,Bank Transfer,Zain Abbas,Depot - Lahore,Cancelled,2.0
ORD101933,2024-09-04,CUST2785,Multan,Punjab,Marble,Black Galaxy,Polished,18,124.2,199.77,0.0,24811.43,Bank Transfer,Hamza Sheikh,Depot - Karachi,Pending,11.0
ORD104055,2025-01-29,CUST1284,Faisalabad,Punjab,Marble,Chiniot Black,Polished,22,52.3,205.01,15.0,9113.72,Cash,Usman Tariq,Depot - Karachi,Pending,7.0
ORD101296,2025-08-19,CUST1495,Sialkot,Punjab,Tile,Sunny Grey,Polished,20,20.0,88.71,0.0,1774.2,Credit (30 days),Tariq Mehmood,Depot - Multan,Delivered,5.0
ORD102228,2025-10-11,CUST3224,Lahore,Punjab,Granite,Chiniot Black,Honed,22,241.7,302.28,10.0,65754.97,Bank Transfer,Fahad Malik,Depot - Multan,Pending,6.0
ORD100174,2024-02-25,CUST1030,Rawalpindi,Punjab,Marble,Teri White,Polished,30,53.4,196.23,0.0,10478.68,Cash,Hamza Sheikh,Main Yard - Chiniot,Cancelled,6.0
ORD103753,2024-08-16,CUST1186,Rawalpindi,Punjab,Marble,Chaghi Golden,Polished,20,58.2,174.43,0.0,10151.83,Cash,Bilal Khan,Main Yard - Chiniot,Delivered,4.0
ORD103810,2025-01-06,CUST1458,Multan,Punjab,Onyx,Indus Green,Polished,18,142.9,521.71,0.0,74552.36,Cash,Saad Iqbal,Depot - Karachi,Delivered,9.0
ORD103819,2024-03-30,CUST2761,Rawalpindi,Punjab,Granite,Chiniot Black,Polished,30,159.0,388.2,0.0,61723.8,Bank Transfer,Hamza Sheikh,Depot - Karachi,Cancelled,4.0
ORD100617,2024-08-29,CUST1744,Sialkot,Punjab,Granite,Ziarat White,Polished,18,59.8,260.1,0.0,15553.98,Bank Transfer,Bilal Khan,Main Yard - Chiniot,Delivered,6.0
